OCORRÊNCIA;ASSUNTO;ITEM;MOTIVO;DATA ABERTURA;DATA FINALIZADA;ORIGEM;NATUREZA;REABERTURA
12430145;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430152;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430153;CARTÕES;CARTÃO DE CRÉDITO;CANCELAMENTO;16/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430160;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430164;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430169;CONTAS;GOLPE;OUTROS GOLPES;16/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430171;FGTS;CONTA FGTS - PIS/PASEP;PAGAMENTO DE CONTA FGTS - PIS/PASEP;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430173;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;DÉBITO EM CONTA;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430174;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430177;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PRESTAÇÃO - INCORPORAÇÃO AO SALDO DEVEDOR;16/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430192;AGÊNCIA;AGÊNCIA - ATENDIMENTO;QUALIDADE NO ATENDIMENTO REMOTO - WHATSAPP;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430196;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;BOLETO - EMISSÃO/ENVIO;16/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430199;INTERNET/INTRANET/APP;INTERNET BANKING;ASSINATURA ELETRÔNICA BLOQUEADA;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430212;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430215;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;16/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430227;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430230;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;REAJUSTE DA PRESTAÇÃO;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430233;SERVIÇOS BANCÁRIOS;CONVNIOS - DBITO AUTOMTICO;DBITO REALIZADO SEM REPASSE PARA A EMPRESA;16/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430237;CONTAS;DEPÓSITO JUDICIAL / FEDERAL / TRABALHO / COMUM;DEPÓSITO;16/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430239;SERVIÇOS BANCÁRIOS;CONVNIOS - DBITO AUTOMTICO;DBITO NO REALIZADO;16/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430242;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO VALOR DA VENDA PARA O VENDEDOR;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430247;SERVIÇOS BANCÁRIOS;CONVNIOS - DBITO AUTOMTICO;DÉBITO EM DUPLICIDADE;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430248;INTERNET/INTRANET/APP;APP CAIXA TEM;PROBLEMAS NO LOGIN;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430252;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430258;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;ALTERAÇÃO DA DATA DE VENCIMENTO;16/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430260;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NA ENTRADA DE FGTS SEM CHAVE DE IDENTIFICAÇÃO;16/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430263;CONTAS;CONTA POUPANÇA - PF;ALTERAÇÃO CADASTRAL VIA TELEFONE;16/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430265;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;DÉBITO EM CONTA;16/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430268;CONTAS;CONTA CORRENTE - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430271;CARTÕES;CARTO DE DBITO;FUNCIONAMENTO DO CARTÃO;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430274;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;PAUSA (MORATRIA);16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430275;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO PAGAMENTO VIA ALVAR JUDICIAL;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430276;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;DÉBITO EM CONTA;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430290;EMPRÉSTIMOS E FINANCIAMENTOS;ANTECIPAO SAQUE ANIVERSRIO FGTS;DEMORA NA LIBERAO DO EMPRSTIMO;16/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430295;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430298;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430299;SERVIÇOS BANCÁRIOS;COBRANA  BANCRIA;COBRANÇA INDEVIDA;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430300;APLICAÇÕES E INVESTIMENTOS;APLICAÇÕES  FINANCEIRAS - FUNDOS DE INVESTIMENTO;ALTERAÇÕES  CADASTRAIS;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430313;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430322;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PORTABILIDADE;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430326;CONTAS;CONTA CORRENTE - PF;DADOS CADASTRAIS;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430336;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;16/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430366;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1,5/2/3;AMORTIZAO E QUITAO DO SALDO  DEVEDOR;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430371;SERVIÇOS BANCÁRIOS;COBRANA  BANCRIA;COBRANÇA INDEVIDA;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430379;TARIFAS;CONTAS PF;DOC;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430384;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;RENEGOCIAÇÃO DE DÍVIDA;16/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430394;CONTAS;CONTA POUPANÇA - PF;EXTRATO - CLAREZA DAS INFORMAÇÕES;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430397;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;DÉBITO EM CONTA;16/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430415;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;BOLETO - EMISSÃO / ENVIO;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430419;AGÊNCIA;AGÊNCIA - ATENDIMENTO;QUALIDADE NO ATENDIMENTO REMOTO - WHATSAPP;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430420;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;DÉBITO EM CONTA;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430429;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1,5/2/3;COBRANÇA INDEVIDA;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430435;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1,5/2/3;AMORTIZAO E QUITAO DO SALDO  DEVEDOR;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430436;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA DE ABERTURA DE CONTA;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430438;CONTAS;CONTA CORRENTE - PF;BLOQUEIO DE CONTA;16/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430455;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430456;FGTS;FGTS - LIBERAÇÃO DO SALDO;CONTA BLOQUEADA;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430463;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;UTILIZAÇÃO DO FGTS;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430475;AGÊNCIA;RECUSA NO ATENDIMENTO;CLIENTES DE OUTRA AGÊNCIA;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430476;CONTAS;CONTA CORRENTE - PF;SENHA - IDENTIFICAÇÃO POSITIVA/LETRAS/DATAS;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430477;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;CONTESTAÇÃO DA CONTRATAÇÃO;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430493;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;REAJUSTE DA PRESTAÇÃO;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430499;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;16/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430501;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;16/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430514;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;16/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430515;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;16/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430531;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;16/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430540;CONTAS;CHEQUE - TALÃO;TALÃO - ENTREGA NA AGÊNCIA;17/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430546;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PORTABILIDADE;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430548;CONTAS;CONTA CORRENTE - PF;LIMITE DE VALOR PARA TRANSAÇÕES BANCRIAS;16/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430552;EMPRÉSTIMOS E FINANCIAMENTOS;CREDIÁRIO CAIXA FCIL;COBRANÇA INDEVIDA;17/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430556;CARTÕES;CARTO DE DBITO;DÉBITO EM DUPLICIDADE;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430558;CARTÕES;CARTO DE DBITO;VALIDADE/VENCIMENTO DO CARTO;17/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430561;CARTÕES;CARTO DE DBITO;DÉBITO EM DUPLICIDADE;17/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430562;APLICAÇÕES E INVESTIMENTOS;APLICAÇÕES  FINANCEIRAS - FUNDOS DE INVESTIMENTO;APLICAO NO AUTORIZADA;17/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430570;BENEFÍCIOS, PROGRAMAS E POLÍTICAS SOCIAIS;SEGURO DESEMPREGO;CRÉDITO EM CONTA;17/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430572;SERVIÇOS BANCÁRIOS;TED - TRANSFERÊNCIA DE VALORES;DEMORA OU NO EFETIVAÇÃO DO CRÉDITO PARA OUTRO BANCO;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430578;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430583;EMPRÉSTIMOS E FINANCIAMENTOS;CDC - CRÉDITO DIRETO CAIXA;COBRANÇA - RENEGOCIAÇÃO DE DÍVIDA;17/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430588;EMPRÉSTIMOS E FINANCIAMENTOS;CHEQUE ESPECIAL - PF;CONTESTAÇÃO DA DÍVIDA;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430594;EMPRÉSTIMOS E FINANCIAMENTOS;PENHOR;DÉBITO EM CONTA;17/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430599;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;17/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430602;CARTÕES;CARTO DE DBITO;VALIDADE/VENCIMENTO DO CARTO;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430607;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430616;CONTAS;CONTA POUPANÇA - PF;ABERTURA  DE  CONTA;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430620;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430621;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;PORTABILIDADE;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430622;SERVIÇOS BANCÁRIOS;CONVNIOS - DBITO AUTOMTICO;DBITO NO RECONHECIDO;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430624;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;DÉBITO EM CONTA;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430625;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430627;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;COBRANÇA - BOLETO DE PAGAMENTO;17/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430633;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;COBRANÇA INDEVIDA;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430635;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;DÉBITO EM CONTA;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430636;CARTÕES;CARTO DE DBITO;BLOQUEIO E DESBLOQUEIO DO CARTÃO;17/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430640;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;REAJUSTE DA PRESTAÇÃO;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430643;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;17/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430649;CONTAS;CONTA CORRENTE - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430654;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;COBRANÇA INDEVIDA;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430656;CONTAS;CONTA POUPANÇA - PF;ALTERAÇÃO CADASTRAL VIA TELEFONE;17/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430662;EMPRÉSTIMOS E FINANCIAMENTOS;CHEQUE ESPECIAL - PF;CONTESTAÇÃO DA CONTRATAÇÃO;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430667;CONTAS;CONTA POUPANÇA - PF;ABERTURA  DE  CONTA;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430674;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PORTABILIDADE;17/09/2021;20/09/2021;INTERNET;SUGESTÃO;NÃO
12430679;AGÊNCIA;AGÊNCIA - ATENDIMENTO;FALHA NA ATUALIZAÇÃO DE CADASTRO;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430690;CONTAS;CONTA CORRENTE - PF;BLOQUEIO DE CONTA;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430699;CONTAS;GOLPE;FALSO ANNCIO/VENDA PELA INTERNET;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430701;FGTS;FGTS - LIBERAÇÃO DO SALDO;CRITRIO PARA PAGAMENTO;17/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430702;CARTÕES;CARTO DE DBITO;BLOQUEIO E DESBLOQUEIO DO CARTÃO;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430706;CONTAS;CONTA CORRENTE - PF;EXTRATO - CLAREZA DAS INFORMAÇÕES;17/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430708;CARTÕES;CARTO DE DBITO;VALIDADE/VENCIMENTO DO CARTO;17/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430711;EMPRÉSTIMOS E FINANCIAMENTOS;CHEQUE ESPECIAL - PF;CANCELAMENTO;17/09/2021;21/09/2021;TELEFONE;SOLICITAÇÃO;NÃO
12430713;AGÊNCIA;AGÊNCIA - ATENDIMENTO;FALHA NA ATUALIZAÇÃO DE CADASTRO;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430714;CONTAS;CONTA CORRENTE - PJ;ENCERRAMENTO DA CONTA;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430715;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430716;CONTAS;GOLPE;OUTROS GOLPES;17/09/2021;22/09/2021;TELEFONE;SOLICITAÇÃO;NÃO
12430717;CONTAS;CHEQUE - DEVOLUÇÃO;CONTESTAÇÃO DE DEVOLUÇÃO;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430721;CONTAS;DEPÓSITO JUDICIAL / FEDERAL / TRABALHO / COMUM;DEPÓSITO;17/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430723;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;17/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430725;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430739;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430741;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;17/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430744;EMPRÉSTIMOS E FINANCIAMENTOS;CHEQUE ESPECIAL - PF;CANCELAMENTO;17/09/2021;22/09/2021;TELEFONE;SOLICITAÇÃO;NÃO
12430750;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430753;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430761;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;BOLETO - EMISSÃO / ENVIO;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430762;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;CADASTRO RESTRITIVO;17/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430763;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;CANCELAMENTO;17/09/2021;20/09/2021;TELEFONE;SOLICITAÇÃO;NÃO
12430769;CONTAS;GOLPE;OUTROS GOLPES;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430771;CONTAS;GOLPE;OUTROS GOLPES;17/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430775;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;17/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430776;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;17/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430780;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;DÉBITO EM CONTA;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430784;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CONTESTAÇÃO DA CONTRATAÇÃO;17/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430785;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;CANCELAMENTO;17/09/2021;21/09/2021;TELEFONE;SOLICITAÇÃO;NÃO
12430786;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PORTABILIDADE;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430789;CONTAS;GOLPE;OUTROS GOLPES;17/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430799;CARTÕES;CARTO DE DBITO;CANCELAMENTO;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430802;CONTAS;GOLPE;OUTROS GOLPES;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430804;CONTAS;GOLPE;OUTROS GOLPES;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430808;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430809;INTERNET/INTRANET/APP;INTERNET BANKING;ASSINATURA ELETRÔNICA BLOQUEADA;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430815;CONTAS;CONTA POUPANÇA - PF;EXTRATO - CLAREZA DAS INFORMAÇÕES;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430816;CONTAS;GOLPE;FRAUDE VIA WHATSAPP;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430818;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PORTABILIDADE;17/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430820;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430827;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;CONTRATAÇÃO;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430828;CONTAS;GOLPE;FRAUDE VIA WHATSAPP;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430829;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;REAJUSTE DA PRESTAÇÃO;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12430830;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;INCLUSO/EXCLUSO DE DBITO EM CONTA;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430831;AGÊNCIA;AGÊNCIA - ATENDIMENTO;COMPORTAMENTO DO EMPREGADO;17/09/2021;22/09/2021;INTERNET;ELOGIO;NÃO
12430834;CARTÕES;CARTO DE DBITO;VALIDADE/VENCIMENTO DO CARTO;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12430841;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
